opta_id,full_name,birth_date,country,soccRole,position,appearances,mins_played,touches,xG,npxG,opxG,xA,opxA,xOVA,xA_received,xT,xT_pass,xT_carry,xT_from_passes_received,xg_blocked,xg_against_team,xG_p90,npxG_p90,opxG_p90,xA_p90,opxA_p90,xOVA_p90,xA_received_p90,xT_p90,xT_pass_p90,xT_carry_p90,xT_from_passes_received_p90,xg_blocked_p90,xg_against_team_p90,sics_id,sc_id,Giocatore,Anno,Età,Ruolo,Minuti,Tiri,Tiri in porta,Tiri da area,Tiri da area piccola,Tiri fuori area,Tiri di testa,Tiri di rigore,Gol,Gol da area,Gol da area piccola,Gol fuori area,Gol di testa,Gol di piede,Gol su PI,Gol su Pun. Centrale,Gol su Pun. Laterale,Gol su Corner,Gol su Rimessa,Gol su rigore,Gol su sviluppo rigore,Gol su Pun. Diretta,Gol su sviluppo Pun. Diretta,Tiri su Occasione Gol,Tiri su Promettente,Passaggi Chiave,Passaggi Chiave in area,Passaggi Chiave ricevuti,Passaggi Chiave ricevuti in area,Assist,Assist Vincenti,Assist in area,Assist Vincenti in area,Third pass,Third pass vincenti,Gol procurati,Assist V + Third pass V,Assist V + Third pass V + Gol procurati,Triangolazioni,Triangolazioni fatte,Triangolazioni chiuse,Passaggi,Passaggi ricevuti,Palle Laterali,Cross,Cross riusciti,Cross vincenti,Traversoni,Traversoni riusciti,Traversoni vincenti,Cut Back,Cut Back riusciti,Cut Back vincenti,Perde palla,Propria metà campo,Recupera palla,Metà campo avversaria,Dribbling,Dribbling vincenti,Dribbling subiti,Dribbling perdenti subiti,Duelli,Duelli di gioco,Duelli vinti,Duelli nella metà campo offensiva,Duelli vinti nella metà campo offensiva,Duelli aerei,Duelli aerei vinti,Duelli tackle,Duelli tackle vinti,Interventi decisivi +,Interventi decisivi -,Reti subite squadra,Falli fatti,Falli subiti,In Fuorigioco,Ammonizioni,Espulsioni,Doppie Ammonizioni,Parate,Gol subiti,Uscite,Tiri in porta subiti,Rigori,Rigori parati,Interventi decisivi +2,Interventi decisivi -3,Passaggi portiere,Passaggi portiere +,Lanci,Lanci +,Precisione,Precisione da area,Precisione da fuori area,% Realizzazione,Realizzazione da area,Realizzazione da fuori area,Realizzazione su rigore,Realizzazione su Occasione Gol,Realizzazione su Promettente,lanci/passaggi portiere ricevuti,lanci/passaggi portiere ricevuti campo off.,% Passaggi riusciti,% Cross riusciti,% Cross vincenti,% Traversoni riusciti,% Traversoni vincenti,% Cut Back riusciti,% Cut Back vincenti,H media recupera palla (no P),% dribbling vincenti,% dribbling perdenti subiti,% duelli vinti,% duelli vinti nella metà campo offensiva,% duelli arei vinti,% duelli tackle vinti,Minuti giocati / gol subiti,H media falli (m),% parate su tiri in porta subiti,% passaggi +,% passaggi su gioco portiere,% lanci +,% lanci su gioco portiere,Tiri P90,Tiri in porta P90,Tiri da area P90,Tiri da area piccola P90,Tiri fuori area P90,Tiri di testa P90,Tiri di rigore P90,Gol P90,Gol da area P90,Gol da area piccola P90,Gol fuori area P90,Gol di testa P90,Gol di piede P90,Gol su PI P90,Gol su Pun. Centrale P90,Gol su Pun. Laterale P90,Gol su Corner P90,Gol su Rimessa P90,Gol su rigore P90,Gol su sviluppo rigore P90,Gol su Pun. Diretta P90,Gol su sviluppo Pun. Diretta P90,Tiri su Occasione Gol P90,Tiri su Promettente P90,Passaggi Chiave P90,Passaggi Chiave in area P90,Passaggi Chiave ricevuti P90,Passaggi Chiave ricevuti in area P90,Assist P90,Assist Vincenti P90,Assist in area P90,Assist Vincenti in area P90,Third pass P90,Third pass vincenti P90,Gol procurati P90,Assist V + Third pass V P90,Assist V + Third pass V + Gol procurati P90,Triangolazioni P90,Triangolazioni fatte P90,Triangolazioni chiuse P90,Passaggi P90,Passaggi ricevuti P90,Palle Laterali P90,Cross P90,Cross riusciti P90,Cross vincenti P90,Traversoni P90,Traversoni riusciti P90,Traversoni vincenti P90,Cut Back P90,Cut Back riusciti P90,Cut Back vincenti P90,Perde palla P90,Propria metà campo P90,Recupera palla P90,Metà campo avversaria P90,Dribbling P90,Dribbling vincenti P90,Dribbling subiti P90,Dribbling perdenti subiti P90,Duelli P90,Duelli di gioco P90,Duelli vinti P90,Duelli nella metà campo offensiva P90,Duelli vinti nella metà campo offensiva P90,Duelli aerei P90,Duelli aerei vinti P90,Duelli tackle P90,Duelli tackle vinti P90,Interventi decisivi + P90,Interventi decisivi - P90,Reti subite squadra P90,Falli fatti P90,Falli subiti P90,In Fuorigioco P90,Ammonizioni P90,Espulsioni P90,Doppie Ammonizioni P90,Parate P90,Gol subiti P90,Uscite P90,Tiri in porta subiti P90,Rigori P90,Rigori parati P90,Interventi decisivi +2 P90,Interventi decisivi -3 P90,Passaggi portiere P90,Passaggi portiere + P90,Lanci P90,Lanci + P90,Player,Position,Position Group,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Distance,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,M/min,M/min TIP,M/min OTIP,Minutes Played P90,Minutes Played TIP P90,Minutes Played OTIP P90,Player ID P90,Distance P90,Running Distance P90,HSR Distance P90,Sprinting Distance P90,HI Distance P90,Count HSR P90,Count Sprint P90,Count HI P90,Count Medium Acceleration P90,Count High Acceleration P90,Count Medium Deceleration P90,Count High Deceleration P90,PSV-99 P90,Distance TIP P90,Running Distance TIP P90,HSR Distance TIP P90,Sprinting Distance TIP P90,HI Distance TIP P90,Count HSR TIP P90,Count Sprint TIP P90,Count HI TIP P90,Count Medium Acceleration TIP P90,Count High Acceleration TIP P90,Count Medium Deceleration TIP P90,Count High Deceleration TIP P90,Distance OTIP P90,Running Distance OTIP P90,HSR Distance OTIP P90,Sprinting Distance OTIP P90,HI Distance OTIP P90,Count HSR OTIP P90,Count Sprint OTIP P90,Count HI OTIP P90,Count Medium Acceleration OTIP P90,Count High Acceleration OTIP P90,Count Medium Deceleration OTIP P90,Count High Deceleration OTIP P90,% parate su tiri in porta subiti - RANK,Minuti giocati / gol subiti - RANK,Parate P90 - RANK,Passaggi portiere P90 - RANK,Rigori parati P90 - RANK,Uscite P90 - RANK,xg_blocked_p90 - RANK
8432,Pepe Reina,31/08/1982,Spain,GK,Goalkeeper,15,1350,581,0,0,0,0.0925996,0.0746207,0.0519621,0.0226341,0.4220379,0.3930025,0.0290354,-0.2342471,3.0545222,22.4388363,0,0,0,0.006173307,0.004974713,0.00346414,0.00150894,0.02813586,0.026200167,0.001935693,-0.015616473,0.203634813,1.49592242,8633,8608,REINA P.,1982,40,P,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,485,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,8,6,0,0,5,5,0,0,6,1,29,1,1,0,3,0,0,33,29,28,59,5,0,6,1,243,227,80,57,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,0,0,0,0,100,75,0,100,0,56.13461538,10.3,50.88571429,93.97333333,76.91333333,73.68571429,23.08666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0.0625,0.0625,0,0,0,0,0,0.0625,0.0625,0,0,0,30.3125,19.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.5625,0.5,0.375,0,0,0.3125,0.3125,0,0,0.375,0.0625,1.8125,0.0625,0.0625,0,0.1875,0,0,2.0625,1.8125,1.75,3.6875,0.3125,0,0.375,0.0625,15.1875,14.1875,5,3.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,84,26,20,12
18383,Samir Handanovic,14/07/1984,Slovenia,GK,Goalkeeper,37,3330,1405,0,0,0,0.1819896,0.1724284,0.1018175,0.0713092,1.0772807,1.0126531,0.0646276,-0.5874825,9.086177,39.0597882,0,0,0,0.004918638,0.004660227,0.002751824,0.001927276,0.029115695,0.027369003,0.001746692,-0.015877905,0.245572351,1.055669951,6083,9494,HANDANOVIC S.,1984,38,P,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1165,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,9,10,0,0,4,4,2,1,19,2,30,0,4,0,1,0,0,99,30,67,119,4,0,19,2,669,652,245,186,0,0,0,0,0,0,0,0,0,0,0,93.19189189,0,0,0,0,0,0,0,0,66.66666667,77.27272727,0,100,50,80.19681818,0,72.99459459,97.17027027,74.50540541,76.61470588,25.49459459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576716587,0,0,0,0,0,0,0,0.050861825,0,0,0,0,0.025430913,0,0.025430913,29.62701328,22.2520486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076292738,0.050861825,0.330601865,0.228878214,0.254309127,0,0,0.101723651,0.101723651,0.050861825,0.025430913,0.483187341,0.050861825,0.762927381,0,0.101723651,0,0.025430913,0,0,2.517660356,0.762927381,1.70387115,3.02627861,0.101723651,0,0.483187341,0.050861825,17.01328059,16.58095507,6.230573608,4.73014976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,92,28,96,26,16,20
18500,Andrea Consigli,27/01/1987,Italy,GK,Goalkeeper,37,3322,1648,0,0,0,0.3593957,0.1333259,0.0785803,0.0563034,0.8969658,0.8005213,0.0964445,-0.6874577,11.1164201,62.3006535,0,0,0,0.009736789,0.00361208,0.002128906,0.001525378,0.024300699,0.021687814,0.002612885,-0.018624682,0.301167312,1.687856356,6275,764,CONSIGLI A.,1987,35,P,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1305,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,31,25,22,0,0,5,4,10,9,27,3,63,2,6,0,1,0,0,113,63,70,160,9,1,27,3,642,598,258,172,0,0,0,0,0,0,0,0,0,0,0,87.37837838,0,0,0,0,0,0,0,0,64.28571429,74.55789474,0,80,93.75,65.79647059,11.4,56.32432432,93.33243243,70.88918919,64.24864865,29.11081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19222097,0,0,0,0,0,0,0,0.025366404,0,0,0,0,0.050732807,0,0.050732807,33.10315671,19.96335964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202931229,0.126832018,0.786358512,0.63416009,0.558060879,0,0,0.126832018,0.101465614,0.253664036,0.228297632,0.684892897,0.076099211,1.598083427,0.050732807,0.152198422,0,0.025366404,0,0,2.866403608,1.598083427,1.775648253,4.058624577,0.228297632,0.025366404,0.684892897,0.076099211,16.28523112,15.16910936,6.544532131,4.363021421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,52,92,60,24,48
21155,Salvatore Sirigu,12/01/1987,Italy,GK,Goalkeeper,37,3330,1364,0,0,0,0.2443124,0.2085935,0.1713364,0.0382547,1.0673443,1.0384104,0.0289339,-0.4595952,15.2601611,60.4949709,0,0,0,0.006603038,0.005637662,0.004630714,0.001033911,0.028847143,0.028065146,0.000781997,-0.012421492,0.412436786,1.634999214,7295,9473,SIRIGU S.,1987,35,P,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,7,8,0,0,1,1,4,4,30,2,59,0,3,0,0,0,0,132,59,59,179,5,1,30,2,384,345,308,236,0,0,0,0,0,0,0,0,0,0,0,85.41891892,0,0,0,0,0,0,0,0,100,83.33333333,0,100,100,57.80814815,0,70.39722222,86.26216216,50.56486486,77.23243243,49.43513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404267266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02077485,14.02302077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050533408,0.050533408,0.252667041,0.176866929,0.202133633,0,0,0.025266704,0.025266704,0.101066816,0.101066816,0.758001123,0.050533408,1.490735542,0,0.075800112,0,0,0,0,3.335204941,1.490735542,1.490735542,4.522740034,0.12633352,0.025266704,0.758001123,0.050533408,9.702414374,8.717012914,7.782144862,5.962942167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,72,44,56,4,80
38533,Rui Patrício,15/02/1988,Portugal,GK,Goalkeeper,38,3420,1226,0,0,0,0.1170499,0.0838229,0.047396,0.0374757,0.5894803,0.581314,0.0081663,-0.40131,11.1891159,43.5589251,0,0,0,0.003080261,0.002205866,0.001247263,0.000986203,0.015512639,0.015297737,0.000214903,-0.010560789,0.294450418,1.146287503,7543,9380,RUI PATRICIO,1988,34,P,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,8,9,0,0,4,4,3,3,23,1,43,0,2,0,2,0,0,111,43,68,145,5,1,23,1,349,332,234,164,0,0,0,0,0,0,0,0,0,0,0,89.90540541,0,0,0,0,0,0,0,0,100,88.88888889,0,100,100,67.14478261,0,73.69459459,92.93243243,60.94324324,74.42432432,39.05675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509022354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.78481013,11.68327498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423916,0,0,0.02423916,0.02423916,0.242391597,0.193913278,0.218152437,0,0,0.096956639,0.096956639,0.072717479,0.072717479,0.557500673,0.02423916,1.042283867,0,0.048478319,0,0.048478319,0,0,2.690546728,1.042283867,1.64826286,3.514678158,0.121195799,0.02423916,0.557500673,0.02423916,8.459466738,8.047401023,5.671963372,3.975222192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,56,48,32,52,8,44
42899,Sergio Romero,22/02/1987,Argentina,GK,Goalkeeper,16,1440,705,0,0,0,0.1597795,0.1472707,0.1290806,0.0178982,0.5469356,0.5336631,0.0132725,-0.1793949,7.6825613,33.6670692,0,0,0,0.009986219,0.009204419,0.008067538,0.001118638,0.034183475,0.033353944,0.000829531,-0.011212181,0.480160081,2.104191825,10415,9770,ROMERO S.,1987,35,P,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,530,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,12,9,0,0,5,4,4,3,14,2,33,1,1,0,2,0,0,76,33,49,105,6,0,14,2,167,150,124,93,0,0,0,0,0,0,0,0,0,0,0,86.925,0,0,0,0,0,0,0,0,50,74.07777778,0,83.33333333,75,48.48692308,7.4,69.51875,88.35625,55.9625,73.6875,44.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706806283,0,0,0,0.058900524,0.058900524,0,0,0,0,0,0.058900524,0.058900524,0,0,0,31.21727749,14.96073298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117801047,0.058900524,0.765706806,0.706806283,0.530104712,0,0,0.294502618,0.235602094,0.235602094,0.176701571,0.82460733,0.117801047,1.943717277,0.058900524,0.058900524,0,0.117801047,0,0,4.476439791,1.943717277,2.886125654,6.184554974,0.353403141,0,0.82460733,0.117801047,9.836387435,8.835078534,7.303664921,5.477748691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,100,48,26,92,100
48844,David Ospina,31/08/1988,Colombia,GK,Goalkeeper,31,2790,1117,0,0,0,0.1343604,0.1243513,0.0868193,0.0389715,0.8354362,0.7776659,0.0577703,-0.5032697,7.6967859,27.362846,0,0,0,0.004334206,0.004011332,0.002800623,0.001257145,0.026949555,0.025085997,0.001863558,-0.016234506,0.248283416,0.882672452,7713,2478,OSPINA D.,1988,34,P,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,879,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,11,20,0,0,9,9,1,0,16,1,25,0,10,0,1,0,0,87,25,70,105,1,0,16,1,510,488,145,105,0,0,0,0,0,0,0,0,0,0,0,91.97096774,0,0,0,0,0,0,0,100,0,94.11764706,0,100,0,83.59222222,0,78.92413793,94.78709677,77.5516129,68.20322581,22.4483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167949147,0,0,0,0,0,0,0,0.030110405,0,0,0,0,0,0,0,26.46704583,16.62094346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030110405,0.030110405,0,0,0.632318501,0.331214453,0.602208096,0,0,0.270993643,0.270993643,0.030110405,0,0.481766477,0.030110405,0.75276012,0,0.301104048,0,0.030110405,0,0,2.619605219,0.75276012,2.107728337,3.161592506,0.030110405,0,0.481766477,0.030110405,15.35630646,14.69387755,4.366008699,3.161592506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,96,36,88,26,44,24
48860,Niki Mäenpää,23/01/1985,Finland,GK,Goalkeeper,17,1485,613,0,0,0,0.3838901,0.3495086,0.3349533,0.0149834,0.4921458,0.4821408,0.010005,-0.1612345,7.7239972,34.048863,0,0,0,0.023266067,0.021182339,0.0203002,0.000908085,0.029827018,0.029220655,0.000606364,-0.009771788,0.468121042,2.063567455,10939,8058,MAENPAA N.,1985,37,P,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,484,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,11,8,0,0,5,4,4,3,9,2,27,1,1,0,1,0,0,62,27,41,84,6,0,9,2,125,113,128,84,0,0,0,0,0,0,0,0,0,0,0,82.18235294,0,0,0,0,0,0,0,0,100,70.8375,0,87.5,66.66666667,64.666875,5.6,59.41764706,92.86875,46.32352941,63.22941176,53.67647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112429731,0,0,0,0.056214866,0.056214866,0,0,0,0,0,0.056214866,0.056214866,0,0,0,27.207995,11.91755153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056214866,0.056214866,0.674578389,0.618363523,0.449718926,0,0,0.281074329,0.224859463,0.224859463,0.168644597,0.505933791,0.112429731,1.517801374,0.056214866,0.056214866,0,0.056214866,0,0,3.485321674,1.517801374,2.304809494,4.72204872,0.337289194,0,0.505933791,0.112429731,7.026858214,6.352279825,7.195502811,4.72204872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,80,16,26,48,92
56486,Marco Silvestri,02/03/1991,Italy,GK,Goalkeeper,35,3150,1085,0,0,0,0.1553787,0.1320797,0.103925,0.0297944,0.8312681,0.800591,0.0306771,-0.3935454,10.5775827,48.2272604,0,0,0,0.004439391,0.003773706,0.002969286,0.000851269,0.023750517,0.022874029,0.000876489,-0.011244154,0.302216649,1.377921726,14079,6809,SILVESTRI M.,1991,31,P,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,866,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,19,12,17,0,0,7,7,1,1,17,2,50,1,7,0,1,0,0,94,50,62,138,6,0,17,2,223,210,266,187,0,0,0,0,0,0,0,0,0,0,0,85.62857143,0,0,0,0,0,0,0,100,50,86.66666667,0,100,100,69.61,12.7,63.42,93.49705882,45.39428571,64.79142857,54.60571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453467694,0,0,0,0.05334914,0,0,0,0,0,0,0,0,0,0,0,23.10017783,10.48310611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02667457,0.02667457,0.05334914,0.02667457,0.506816835,0.320094843,0.453467694,0,0,0.186721992,0.186721992,0.02667457,0.02667457,0.453467694,0.05334914,1.333728512,0.02667457,0.186721992,0,0.02667457,0,0,2.507409603,1.333728512,1.653823355,3.681090694,0.160047421,0,0.453467694,0.05334914,5.948429164,5.601659751,7.095435685,4.988144635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,24,12,26,12,52
59326,Luigi Sepe,08/05/1991,Italy,GK,Goalkeeper,16,1394,647,0,0,0,0.2079966,0.1585872,0.1403765,0.0182108,0.9248509,0.9062329,0.018618,-0.2958245,5.6302588,24.2372401,0,0,0,0.013428762,0.010238772,0.009063045,0.001175733,0.059710603,0.05850858,0.001202023,-0.019099143,0.363503079,1.564814641,6398,6410,SEPE L.,1991,31,P,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,529,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7,10,0,0,3,3,3,3,11,0,24,0,3,0,2,0,0,55,24,40,78,3,0,11,0,132,125,187,145,0,0,0,0,0,0,0,0,0,0,0,86.35,0,0,0,0,0,0,0,0,0,100,0,100,100,72.11333333,0,64.6125,92.8125,40.9875,78.3,59.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264214047,0,0,0,0,0,0,0,0.120401338,0,0,0,0,0,0,0,31.84615385,14.38795987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060200669,0,0.602006689,0.421404682,0.602006689,0,0,0.180602007,0.180602007,0.180602007,0.180602007,0.662207358,0,1.444816054,0,0.180602007,0,0.120401338,0,0,3.311036789,1.444816054,2.408026756,4.695652174,0.180602007,0,0.662207358,0,7.946488294,7.525083612,11.25752508,8.72909699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,68,28,26,56,64
